"manufacturer","Manufacturer Part #","Product Name","Product Description","Click-Out URL","Price","Category: Other Format","Category: NexTag Numeric ID","Image URL","Ground Shipping","Stock Status","Product Condition","Marketing Message","Weight","Cost-per-Click","UPC","Distributor ID","MUZE ID","ISBN"
"Kryptonite","1729887-C","Kryptonite KryptoFlex 1018 Resettable Combo Cable Lock 6'","Kryptonite KryptoFlex 1018 Resettable Combo Cable Lock 6' long self coiling cable.  3/8 (10 mm) diameter combination cable for security in low crime areas and well-lit lock-up situations.  Integrated 4-digit resettable combination lock.  Indexed number di","http://www.bicyclebuys.com/item/1729887-C/nt",16.99,"Bicycles > Locks > Cable Locks","","http://www.bicyclebuys.com/productimages/1729887-C.jpg","","Yes","New","","",.45,"","","",""
"Shimano","1428846","Shimano B01S Resin Disc Brake Pads (BR-M485)","Shimano B01S Resin Disc Brake Pads.  Same performance of metal pads, longer life.  Two pads (left and right per set).","http://www.bicyclebuys.com/item/1428846/nt",16.99,"Bicycles > Brakes-Disc > Disc Brakes","","http://www.bicyclebuys.com/productimages/1428846.jpg","","Yes","New","","",.45,"","","",""
"Blackburn","0100137PART","Blackburn Camber CF Carbon Water Bottle Cage","Blackburn Camber CF Carbon Water Bottle Cage is simply elegant and functional. The Camber solves 2 major issues with typical carbon cages with reinforced bottle stop area and flared mouth for easier bottle insertion. Available in 7 colors. Color on ouside","http://www.bicyclebuys.com/item/0100137PART/nt",44.99,"Bicycles > Hydration > Bottle Cages","","http://www.bicyclebuys.com/productimages/0100137PART.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0791043PART","Pearl Izumi Elite Thermal Wool Sock","Pearl Izumi Elite Thermal Wool Sock is a popular winter weight sock with full wool cushioning for an even warmer sock.  Using ELITE Transfer Merino Wool it provides superior moristure transfer.","http://www.bicyclebuys.com/item/0791043PART/nt",15.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0791043PART.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0791046PART","Pearl Izumi Elite Thermal Toe Cover","Pearl Izumi Elite Thermal Toe Cover. The classic must have ELITE Thermal Toe Covers are updated with reflective logos.","http://www.bicyclebuys.com/item/0791046PART/nt",15.99,"Bicycles > Winter Clothing Accessories > Winter Clothing / Accessories","","http://www.bicyclebuys.com/productimages/0791046PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","1630694PART","Cannondale Cityscape Lock-On Grips","Cannondale Cityscape Lock-On Grips. More than odds and ends. Components are the essence which elevates a good ride into a great ride. These are the products that are conceived on the trail or road, designed in the back room of the R&D department and forge","http://www.bicyclebuys.com/item/1630694PART/nt",17.99,"Bicycles > Handlebar Tape/Grips > Handlebar Tape / Grips","","http://www.bicyclebuys.com/productimages/1630694PART.jpg","","Yes","New","","",.45,"","","",""
"Easton","1630627","Easton EC90 Carbon Bar Ends Universal Size Carbon","Superlight and bombproof, Easton EC90 Carbon Bar Ends provide an additional cross-country riding/climbing position with an ergonomic shape that virtually melts in your hand.","http://www.bicyclebuys.com/item/1630627/nt",53.5415,"Bicycles > Bar Ends > Handlebar Bar Ends","","http://www.bicyclebuys.com/productimages/1630627.jpg","","Yes","New","","",.45,"","","",""
"Easton","1630593PART","Easton EC90 SLX3 Carbon Handlebar","Easton EC90 SLX3 Carbon Handlebar is the choice of the Cadel Evans and the rest of the BMC Racing team for the 2010 season, the EC90 SLX3 features advanced CNT carbon monocoque construction for Easton’s lightest and most versatile road bar. Shallow drop a","http://www.bicyclebuys.com/item/1630593PART/nt",209.95,"Bicycles > Handlebars > Road Handlebars","","http://www.bicyclebuys.com/productimages/1630593PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Fizik","0900271PART","Fizik Aliante Carbon Braided","Fizik Aliante Black Carbon Braided Saddle includes the I.C.S. or Integrated Clip System, which allows you to attach a Fizik Saddle Pack or Blinking Saddle Light directly to the saddle Fizik Aliante Carbon Braided Twin Flex saddle features a full carbon fi","http://www.bicyclebuys.com/item/0900271PART/nt",219.99,"Bicycles > Seats > Road Seats","","http://www.bicyclebuys.com/productimages/0900271PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Easton","0508058PART","Easton EC90 Aero Carbon Clincher Wheelset","The Easton EC90 Aero’s are the ultimate, every-day aero wheels. They are fast enough to win time trials, stable in windy triathlons, and untouchable in long breakaways. The EC90 Aero combines the unmatched braking performance of ThermaTec brake track with","http://www.bicyclebuys.com/item/0508058PART/nt",1599.99,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508058PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Easton","0508066PART","Easton EA50 Aero Clincher Wheelset","Easton EA50 Aero Clincher Wheelset is an update to Easton's most popular wheel. They feature a more aerodynamic 30mm deep aluminum rim, Widely bladed stainless steel spokes and a completely revised hubset. The EA50 wheels are 100 percent hand laced and tr","http://www.bicyclebuys.com/item/0508066PART/nt",327.2075,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508066PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1011065PART","Shimano XT CS-M771-10 10 Speed Cassette","Shimano XT CS-M771-10 10 Speed Cassette.  Super stiff for optimal power transfer and stability while eliminating the need for extra parts to reduce weight.  Classic HyperGlide technology for smooth, efficient shifting.","http://www.bicyclebuys.com/item/1011065PART/nt",99.99,"Bicycles > Cassettes > Cassettes","","http://www.bicyclebuys.com/productimages/1011065PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0790234PART","Louis Garneau Equipe Jersey '11","Louis Garneau's 2011 take on the famous Equipe jersey is now more stylish than ever. Featuring Louis' patented diamond fabric with ProFit technology, Equipe will stand by you mile after mile with no creep, no loss of circulation and breathability. Get the","http://www.bicyclebuys.com/item/0790234PART/nt",74.99,"Bicycles > Jerseys > Jerseys","","http://www.bicyclebuys.com/productimages/0790234PART.jpg","","Yes","New","New Low Price ","",.45,"","","",""
"Cannondale","0146871","Cannondale Bobby Cargo Bag (7B503)","With its large stoage capacity and water-resliliant materials, theCannondale Bobby Cargo Bag is ready for the long haul.","http://www.bicyclebuys.com/item/0146871/nt",54.99,"Bicycles > Bags > Rack Bags","","http://www.bicyclebuys.com/productimages/0146871.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0790359PART","Pearl Izumi Elite Thermal w/Chamois Cycling Tight","The Pearl Izumi Elite Thermal Cycling Tight offers great cold weather protection with a soft and comfortable brushed interior.","http://www.bicyclebuys.com/item/0790359PART/nt",99.99,"Bicycles > Tights > Cycling Tights","","http://www.bicyclebuys.com/productimages/0790359PART.jpg","","Yes","New","","",.45,"","","",""
"Blackburn","0114623","Blackburn Voyager Click Headlight","Blackburn Voyager Click Headlight is easy to install and use. Simply wrap the rubber strap around a bar or post, and tap the lens to fire up the two superbright LED's. Fast, easy to use, bright, and reliable. That's the Click, that's Blackburn.","http://www.bicyclebuys.com/item/0114623/nt",12.99,"Bicycles > LightSets > Head Lights","","http://www.bicyclebuys.com/productimages/0114623.jpg","","Yes","New","","",.45,"","","",""
"Blackburn","0114626","Blackburn Click Combo Lightset","Blackburn Clicks are easty to install and use. Simply wrap the rubber strap around a bar or post, and tap the lens to fire up the two superbright LED's. Fast, easy to use, bright, and reliable.","http://www.bicyclebuys.com/item/0114626/nt",22.99,"Bicycles > LightSets > Light Sets","","http://www.bicyclebuys.com/productimages/0114626PART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","1428886","Shimano SM-RT75 6 Bolt Disc Brake Rotor 160mm 160mm","Shimano RT75 6 Bolt Disc Brake Rotor is a great replacement rotor for any 6 bolt oriented brake system.","http://www.bicyclebuys.com/item/1428886/nt",24.99,"Bicycles > Brakes-Disc > Disc Brakes","","http://www.bicyclebuys.com/productimages/1428886.jpg","","Yes","New","Limited Time ","",.45,"","","",""
"CamelBak","0101235PART","CamelBak Blowfish 100oz Hydrapack '11","CamelBak Blowfish 100oz Hydrapack '11 is The expandable cargo pack for 3+ hours in the saddle.  Includes the new Antidote™ Reservoir with Quick Link™ System.","http://www.bicyclebuys.com/item/0101235PART/nt",59.99,"Bicycles > Hydration > Hydration Packs","","http://www.bicyclebuys.com/productimages/0101235PART.jpg","","Yes","New","Discontinued Item ","",.45,"","","",""
"Louis Garneau","0701228PART","Louis Garneau Carbon Lazer Short","Louis Garneau Carbon Lazer Short. Technology and performance describe the Louis Garneau Carbon Lazer Short. Aero Lazer Band is engineered for aerodynamics with a laser-cut and seamless for a second skin feel, smooth transition, and muscle support. Carbon ","http://www.bicyclebuys.com/item/0701228PART/nt",139.99,"Bicycles > Shorts > Cycle Shorts","","http://www.bicyclebuys.com/productimages/0701228PART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","0120018PART","Shimano PRO Fiberglass Water Bottle Cage","Shimano PRO Fiberglass Bottle Cage is a lightweight water bottle rack with great design. Holds the bottle tightly, avoiding dropped bottles due to road bumbs.  Ideal for Road, Hybrid or any bike.","http://www.bicyclebuys.com/item/0120018PART/nt",14.99,"Bicycles > Hydration > Bottle Cages","","http://www.bicyclebuys.com/productimages/0120018PART.jpg","","Yes","New","","",.45,"","","",""
"Easton","1630599PART","Easton EA70 Aero Handlebar","Easton EA70 Aero handlebar is the result of adding wing-shaped aero tops to the Easton’s top-end EA70 bars. This shape increases comfort with larger surface area for hand contact. It also improves aerodynamics. Additional features include compact reach an","http://www.bicyclebuys.com/item/1630599PART/nt",55.2415,"Bicycles > Handlebars > Road Handlebars","","http://www.bicyclebuys.com/productimages/1630599PART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","SHM087GEPART","Shimano SH-M087GE (Wide) Mountain Shoe","The Shimano SH-M087GE (Wide) Mountain Shoe is the new version of Shimano's immensely popular M086L shoe.  With features commonly found on shoes costing $150 like a s strap/ratchet upper and nylon reinforced nylon sole, the bang for the buck value of these","http://www.bicyclebuys.com/item/SHM087GEPART/nt",104.99,"Bicycles > Shoes > Mountain Shoes","","http://www.bicyclebuys.com/productimages/SHM087GPART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","SHR077PART","Shimano SH-R077 Road Cycling Shoe","The SH-R077 Road shoe is a lightweight shoe compatible with the 3 hole (Look Standard, SPD-SL) cleat.  Three velcro straps for a custom fit.  Ideal for the entry level cyclist.","http://www.bicyclebuys.com/item/SHR077PART/nt",89.99,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/SHR077PART.jpg","","Yes","New","","",.45,"","","",""
"Sram","1010953","Sram Rival Rear Derailleur (Black) Medium Cage","Sram Rival Rear Derailleur uses SRAM's Exact Actuation technology for precise shifting.  Exact Actuation delivers even gear changes over  the entire shifting range. In the Medium cage, this derailleur will work up to a large 32 tooth cassette.","http://www.bicyclebuys.com/item/1010953/nt",79.99,"Bicycles > Rear Derailleur > Rear Derailleur","","http://www.bicyclebuys.com/productimages/1010953.jpg","","Yes","New","","",.45,"","","",""
"Shimano","1010204","Shimano Tourney TX-35 Rear Derailleur W/Hanger","Busted up the rear derailleur on your beater/classic?  The Shimano Tourney Rear Derailleur is a great replacement part for any 6/7 speed bike. This model comes with the hanger.","http://www.bicyclebuys.com/item/1010204/nt",14.99,"Bicycles > Rear Derailleur > Rear Derailleur","","http://www.bicyclebuys.com/productimages/1010204.jpg","","Yes","New","","",.45,"","","",""
"Shimano","1010044PART","Shimano CS-HG50 9/speed Cassette","Shimano Deore CS-HG50 Cassettes, with their all-steel construction, offer the durability of it's brothers in the XT/XTR classes at an affordable price.","http://www.bicyclebuys.com/item/1010044PART/nt",24.99,"Bicycles > Cassettes > Cassettes","","http://www.bicyclebuys.com/productimages/1010044.jpg","","Yes","New","","",.45,"","","",""
"Pace Clothing","0750118USA-80","Pace Cycling Cap USA 80's Retro Universal Size","Pace Cycling Cap USA 80's Retro.  Next time you decide to jump 40 buses in your roadie, wear this cap.","http://www.bicyclebuys.com/item/0750118USA-80/nt",14.99,"Bicycles > Hats > Cycle Hats/Caps","","http://www.bicyclebuys.com/productimages/0750118USA-80.jpg","","Yes","New","","",.45,"","","",""
"Avenir","0151035","Avenir Isolator Seat Bag","Avenir Isolator Seat Bag is perhaps the neatest seat bag we've ever carried, like an itty-bitty rack-top bag, it has three separate compartments to help you sort out your mess. Simple T-Clip top mount is very handy if sorting out those long velcro straps ","http://www.bicyclebuys.com/item/0151035/nt",18.99,"Bicycles > Bags > Seat Bags","","http://www.bicyclebuys.com/productimages/0151035.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0790398PART","Pearl Izumi Elite Thermal w/Chamois Cycling Bib Tight","Pearl Izumi Elite Thermal w/Chamois Cycling Bib Tight.  A classic tight with wind-resistant softshell panels at the front and rear quad area and at the knees, increasing the effective temperature range.","http://www.bicyclebuys.com/item/0790398PART/nt",109.99,"Bicycles > Tights > Cycling Tights","","http://www.bicyclebuys.com/productimages/0790398PART.jpg","","Yes","New","","",.45,"","","",""
"GoPro","0102007","GoPro Head Strap Mount","GoPro Head Strap Mount.  Head strap mount for your quick-release HERO camera.  One size fits all adjustability.  Compatible with all GoPro quick-release cameras including the Helmet HERO Wide, Motorsports HERO Wide, Motorsports HERO, Surf HERO, and Wide H","http://www.bicyclebuys.com/item/0102007/nt",14.99,"Bicycles > Cycle Computers > Cycle Computers","","http://www.bicyclebuys.com/productimages/0102007.jpg","","Yes","New","","",.45,"","","",""
